Time (s),Torque (Nm),Position (°),Velocity (°/s)
0.004598962,0,0,0
0.006599031,0,0,0
0.008598945,0,0,0
0.010608105,0,0,0
0.012594130,0,0,0
0.014593333,0,0,0
0.016593620,0,0,0
0.018593385,0,0,0
0.020595332,0,0,0
0.022593079,0,0,0
0.024593224,0,0,0
0.026593109,0,0,0
0.028593094,0,0,0
0.030593001,0,0,0
0.032593140,0,0,0
0.034592981,0,0,0
0.036593011,0,0,0
0.038593047,0,0,0
0.040592862,0,0,0
0.042593412,0,0,0
0.044593761,0,0,0
0.046593004,0,0,0
0.048592946,0,0,0
0.050592683,0,0,0
0.052592783,0,0,0
0.054597992,0,0,0
0.056594460,0,0,0
0.058593628,0,0,0
0.060593790,0,0,0
0.062603368,0,0,0
0.064598691,0,0,0
0.066599612,0,0,0
0.068608358,0,0,0
0.070603090,0,0,0
0.072609461,0,0,0
0.074598062,0,0,0
0.076606721,0,0,0
0.078588440,0,0,0
0.080598395,0,0,0
0.082601811,0,0,0
0.084587184,0,0,0
0.086591951,0,0,0
0.088602791,0,0,0
0.090593481,0,0,0
0.092597479,0,0,0
0.094596707,0,0,0
0.096596812,0,0,0
0.098613909,0,0,0
0.100580380,0,0,0
0.102599737,0,0,0
0.104596467,0,0,0
0.106600338,0,0,0
0.108596264,0,0,0
0.110597197,0,0,0
0.112597732,0,0,0
0.114596777,0,0,0
0.116617557,0,0,0
0.118600468,0,0,0
0.120597303,0,0,0
0.122597235,0,0,0
0.124602441,0,0,0
0.126597654,0,0,0
0.128596475,0,0,0
0.130596021,0,0,0
0.132598829,0,0,0
0.134592738,0,0,0
0.136595826,0,0,0
0.138596092,0,0,0
0.140596498,0,0,0
0.142596285,0,0,0
0.144595762,0,0,0
0.146580089,0,0,0
0.148596774,0,0,0
0.150595827,0,0,0
0.152596344,0,0,0
0.154608797,0,0,0
0.156578410,0,0,0
0.158595558,0,0,0
0.160595762,0,0,0
0.162606114,0,0,0
0.164595545,0,0,0
0.166595345,0,0,0
0.168594992,0,0,0
0.170595822,0,0,0
0.172595407,0,0,0
0.174595411,0,0,0
0.176578384,0,0,0
0.178595632,0,0,0
0.180595610,0,0,0
0.182594915,0,0,0
0.184596897,0,0,0
0.186579558,0,0,0
0.188592004,0,0,0
0.190591306,0,0,0
0.192594130,0,0,0
0.194591792,0,0,0
0.196591193,0,0,0
0.198591402,0,0,0
0.200577523,0,0,0
0.202592107,0,0,0
0.204591420,0,0,0
0.206577652,0,0,0
0.208595825,0,0,0
0.210595158,0,0,0
0.212598256,0,0,0
0.214600526,0,0,0
0.216595497,0,0,0
0.218595988,0,0,0
0.220595730,0,0,0
0.222597670,0,0,0
0.224595407,0,0,0
0.226594894,0,0,0
0.228595121,0,0,0
0.230580804,0,0,0
0.232596060,0,0,0
0.234595127,0,0,0
0.236577921,0,0,0
0.238594660,0,0,0
0.240595508,0,0,0
0.242595929,0,0,0
0.244596071,0,0,0
0.246585314,0,0,0
0.248595616,0,0,0
0.250594616,0,0,0
0.252598943,0,0,0
0.254595367,0,0,0
0.256598184,0,0,0
0.258596378,0,0,0
0.260611735,0,0,0
0.262595345,0,0,0
0.264596186,0,0,0
0.266578479,0,0,0
0.268594181,0,0,0
0.270594078,0,0,0
0.272595654,0,0,0
0.274598349,0,0,0
0.276596473,0,0,0
0.278594104,0,0,0
0.280595312,0,0,0
0.282594832,0,0,0
0.284594795,0,0,0
0.286593974,0,0,0
0.288594432,0,0,0
0.290595093,0,0,0
0.292580795,0,0,0
0.294577897,0,0,0
0.296578584,0,0,0
0.298594539,0,0,0
0.300594627,0,0,0
0.302594291,0,0,0
0.304595860,0,0,0
0.306595272,0,0,0
0.308595540,0,0,0
0.310600018,0,0,0
0.312596434,0,0,0
0.314594491,0,0,0
0.316593757,0,0,0
0.318593854,0,0,0
0.320594801,0,0,0
0.322595714,0,0,0
0.324605799,0,0,0
0.326579340,0,0,0
0.328591740,0,0,0
0.330599641,0,0,0
0.332578182,0,0,0
0.334585021,0,0,0
0.336582535,0,0,0
0.338590151,0,0,0
0.340585620,0,0,0
0.342583872,0,0,0
0.344591474,0,0,0
0.346590161,0,0,0
0.348590202,0,0,0
0.350589704,0,0,0
0.352661447,0,0,0
0.354685143,0,0,0
0.356586416,0,0,0
0.358592067,0,0,0
0.360590339,0,0,0
0.362595128,0,0,0
0.364604252,0,0,0
0.366594689,0,0,0
0.368595383,0,0,0
0.370594360,0,0,0
0.372578880,0,0,0
0.374579057,0,0,0
0.376658318,0,0,0
0.378681561,0,0,0
0.380591114,0,0,0
0.382594563,0,0,0
0.384595328,0,0,0
0.386578357,0,0,0
0.388613974,0,0,0
0.390592383,0,0,0
0.392591252,0,0,0
0.394606176,0,0,0
0.396589620,0,0,0
0.398588970,0,0,0
0.400589249,0,0,0
0.402590623,0,0,0
0.404575299,0,0,0
0.406595821,0,0,0
0.408600721,0,0,0
0.410589942,0,0,0
0.412589273,0,0,0
0.414588805,0,0,0
0.416577403,0,0,0
0.418589731,0,0,0
0.420588869,0,0,0
0.422589031,0,0,0
0.424593645,0,0,0
0.426588945,0,0,0
0.428588902,0,0,0
0.430588775,0,0,0
0.432592119,0,0,0
0.434589271,0,0,0
0.436588599,0,0,0
0.438588679,0,0,0
0.440589217,0,0,0
0.442588607,0,0,0
0.444588543,0,0,0
0.446575008,0,0,0
0.448589460,0,0,0
0.450588482,0,0,0
0.452588323,0,0,0
0.454593105,0,0,0
0.456574425,0,0,0
0.458588564,0,0,0
0.460588402,0,0,0
0.462591118,0,0,0
0.464588744,0,0,0
0.466588201,0,0,0
0.468588065,0,0,0
0.470588555,0,0,0
0.472588240,0,0,0
0.474588359,0,0,0
0.476574532,0,0,0
0.478588873,0,0,0
0.480588220,0,0,0
0.482588063,0,0,0
0.484589526,0,0,0
0.486587918,0,0,0
0.488588209,0,0,0
0.490587834,0,0,0
0.492588077,0,0,0
0.494587852,0,0,0
0.496587776,0,0,0
0.498587908,0,0,0
0.500588301,0,-0.00575569,-2.87721
0.502587946,0,-0.0115081,-2.8765
0.504589216,0,-0.0172629,-2.87523
0.506574758,0,-0.0229692,-2.87341
0.508588513,0,-0.028752,-2.871
0.510587861,0,-0.0344877,-2.86804
0.512587541,0,-0.0402177,-2.86452
0.514587750,0,-0.0459413,-2.86043
0.516587758,0,-0.0516552,-2.85578
0.518587724,0,-0.057359,-2.85058
0.520587725,0,-0.0630515,-2.84481
0.522587553,0,-0.0687313,-2.83849
0.524587671,0,-0.0743983,-2.8316
0.526587690,0,-0.0800505,-2.82417
0.528587264,0,-0.0856857,-2.81618
0.530573667,0,-0.0912672,-2.80769
0.532587764,0,-0.0969084,-2.79854
0.534587596,0,-0.102491,-2.78889
0.536573854,0,-0.108015,-2.77877
0.538588543,0,-0.113597,-2.76796
0.540587406,0,-0.119113,-2.75669
0.542587265,0,-0.124608,-2.74487
0.544587434,0,-0.13008,-2.73251
0.546587178,0,-0.135525,-2.71962
0.548587181,0,-0.140944,-2.70619
0.550587295,0,-0.146336,-2.69223
0.552587386,0,-0.151699,-2.67774
0.554587232,0,-0.157032,-2.66273
0.556587209,0,-0.162334,-2.6472
0.558587057,0,-0.167604,-2.63114
0.560587345,0,-0.172842,-2.61457
0.562587000,0,-0.178045,-2.59749
0.564587077,0,-0.183214,-2.5799
