Time (s),Torque (Nm),Position (rad),Velocity (rad/s)
1.699590139,0,0.0950378,6.97423
1.701590995,0,0.108978,6.96458
1.703591112,0,0.122892,6.95357
1.705591452,0,0.136783,6.94121
1.707589888,0,0.150634,6.92751
1.709591180,0,0.164475,6.91244
1.711591270,0,0.178276,6.89605
1.713590903,0,0.192039,6.87832
1.715593754,0,0.205787,6.85924
1.717594887,0,0.219483,6.83886
1.719590989,0,0.233102,6.81722
1.721590325,0,0.246697,6.79424
1.723590312,0,0.260249,6.76997
1.725590766,0,0.273754,6.7444
1.727590009,0,0.287198,6.71757
1.729589762,0,0.300589,6.68948
1.731589693,0,0.313924,6.66012
1.733590838,0,0.327206,6.6295
1.735595368,0,0.340447,6.5976
1.737590151,0,0.353558,6.56462
1.739590079,0,0.366636,6.53036
1.741591115,0,0.37965,6.49488
1.743590465,0,0.392581,6.45824
1.745590151,0,0.405439,6.42043
1.747589138,0,0.418215,6.38147
1.749590308,0,0.430925,6.34132
1.751579522,0,0.443478,6.30029
1.753590320,0,0.456082,6.25769
1.755581767,0,0.468479,6.2144
1.757590369,0,0.480894,6.16964
1.759590016,0,0.493163,6.12401
1.761590232,0,0.505342,6.0773
1.763588013,0,0.517412,6.0296
1.765598133,0,0.529458,5.98058
1.767590607,0,0.5413,5.93097
1.769590713,0,0.553087,5.88017
1.771590457,0,0.564768,5.8284
1.773590757,0,0.576347,5.77565
1.775589052,0,0.587808,5.722
1.777594508,0,0.599201,5.66722
1.779582585,0,0.610386,5.612
1.781589572,0,0.621564,5.55535
1.783589668,0,0.632589,5.49801
1.785594569,0,0.643524,5.43965
1.787594458,0,0.654314,5.38058
1.789590220,0,0.664963,5.32079
1.791584466,0,0.675483,5.26024
1.793589892,0,0.685939,5.19853
1.795590279,0,0.696245,5.13619
1.797596351,0,0.706453,5.07289
1.799586067,0,0.716452,5.00935
1.801590547,0,0.726396,4.9446
1.803589508,0,0.736182,4.8793
1.805589143,0,0.745839,4.81327
1.807580700,0,0.755326,4.74681
1.809589810,0,0.76476,4.67909
1.811594021,0,0.774036,4.61086
1.813589525,0,0.783134,4.54228
1.815588528,0,0.79211,4.47295
1.817589461,0,0.800955,4.40293
1.819588907,0,0.809652,4.33237
1.821589493,0,0.818212,4.26117
1.823588784,0,0.826624,4.18945
1.825589542,0,0.834898,4.11712
1.827598083,0,0.843057,4.04396
1.829589216,0,0.851,3.97091
1.831588604,0,0.858828,3.89704
1.833589817,0,0.866515,3.8226
1.835589118,0,0.874045,3.74775
1.837589675,0,0.881429,3.67238
1.839588862,0,0.888657,3.5966
1.841589420,0,0.895738,3.52032
1.843589032,0,0.902662,3.44365
1.845589696,0,0.909435,3.36651
1.847589056,0,0.91605,3.28902
1.849589399,0,0.922512,3.2111
1.851588604,0,0.928814,3.13284
1.853589495,0,0.934964,3.05414
1.855588958,0,0.940952,2.97515
1.857589254,0,0.946784,2.89578
1.859588927,0,0.952455,2.8161
1.861589327,0,0.957968,2.73607
1.863584290,0,0.963306,2.65595
1.865589218,0,0.968509,2.57513
1.867588386,0,0.973536,2.49425
1.869589012,0,0.978404,2.41304
1.871587673,0,0.983105,2.33165
1.873589233,0,0.987649,2.24988
1.875588353,0,0.992023,2.16797
1.877588920,0,0.996237,2.08577
1.879588071,0,1.00028,2.0034
1.881589802,0,1.00417,1.92071
1.883585947,0,1.00788,1.83806
1.885589473,0,1.01144,1.7549
1.887590008,0,1.01482,1.67168
1.889592207,0,1.01804,1.58823
1.891588608,0,1.02109,1.50485
1.893589029,0,1.02397,1.42114
1.895592940,0,1.0267,1.33715
1.897588335,0,1.02924,1.25338
1.899587797,0,1.03162,1.16931
1.901588529,0,1.03383,1.08507
1.903588359,0,1.03587,1.00075
1.905589033,0,1.03775,0.916304
1.907588284,0,1.03945,0.831825
1.909588695,0,1.04099,0.747213
1.911588614,0,1.04236,0.662548
1.913587938,0,1.04355,0.577843
1.915585615,0,1.04458,0.493151
1.917588968,0,1.04544,0.408169
1.919579594,0,1.04613,0.323687
1.921588779,0,1.04665,0.238386
1.923588060,0,1.047,0.153481
1.925589248,0,1.04718,0.0684809
1.927587395,0,1.04719,-0.0163971
1.929588026,0,1.04703,-0.101379
1.931587126,0,1.0467,-0.186286
1.933589754,0,1.0462,-0.271324
1.935591675,0,1.04552,-0.356306
1.937587881,0,1.04469,-0.44101
1.939588033,0,1.04368,-0.525838
1.941588584,0,1.0425,-0.610632
1.943587061,0,1.04115,-0.695277
1.945588473,0,1.03963,-0.779977
1.947587816,0,1.03794,-0.864512
1.949588451,0,1.03609,-0.949016
1.951585257,0,1.03407,-1.03326
1.953592146,0,1.03186,-1.11783
1.955587908,0,1.02951,-1.20182
1.957592983,0,1.02697,-1.28608
1.959587454,0,1.02428,-1.36976
1.961591993,0,1.02141,-1.45373
1.963587536,0,1.01838,-1.53716
1.965588350,0,1.01518,-1.62067
1.967580500,0,1.01183,-1.70364
1.969590433,0,1.00828,-1.78718
1.971594631,0,1.00457,-1.87029
1.973588155,0,1.00072,-1.95276
1.975586983,0,0.996691,-2.03525
1.977588748,0,0.992493,-2.11764
1.979577723,0,0.988159,-2.19927
1.981588059,0,0.983614,-2.28155
1.983580341,0,0.978946,-2.36284
1.985592538,0,0.974068,-2.44469
1.987586965,0,0.969071,-2.52554
1.989591331,0,0.963887,-2.60651
1.991583200,0,0.958575,-2.68669
1.993592526,0,0.953055,-2.76727
1.995590817,0,0.947405,-2.8471
1.997588030,0,0.941599,-2.92655
1.999580658,0,0.93565,-3.00549
2.001593810,0,0.929479,-3.08489
2.003580566,0,0.923234,-3.16288
2.005587177,0,0.916769,-3.24129
2.007577168,0,0.910203,-3.31866
2.009590570,0,0.903403,-3.39654
2.011587145,0,0.896506,-3.47335
2.013587683,0,0.889442,-3.5499
2.015587845,0,0.882228,-3.62599
2.017587912,0,0.874862,-3.70163
2.019587178,0,0.867348,-3.77677
2.021591197,0,0.859667,-3.85161
2.023586630,0,0.85187,-3.92564
2.025587819,0,0.843903,-3.99938
2.027587597,0,0.835795,-4.07254
2.029591191,0,0.827526,-4.14531
2.031587332,0,0.819143,-4.21726
2.033587538,0,0.8106,-4.28879
2.035587107,0,0.801918,-4.35973
2.037586554,0,0.793095,-4.43006
2.039586751,0,0.784129,-4.49981
2.041663970,0,0.77467,-4.5716
2.043584026,0,0.765798,-4.63732
2.045586889,0,0.756407,-4.70525
2.047588239,0,0.746889,-4.77246
2.049681462,0,0.73679,-4.84202
2.051583585,0,0.727491,-4.90455
2.053643688,0,0.717283,-4.97155
2.055583219,0,0.70755,-5.03391
2.057587264,0,0.697366,-5.09761
2.059587823,0,0.687073,-5.16044
2.061591644,0,0.676639,-5.22258
2.063577195,0,0.666178,-5.28337
2.065594760,0,0.655426,-5.34432
2.067583249,0,0.644711,-5.40356
2.069590089,0,0.633778,-5.4625
2.071576490,0,0.622841,-5.51999
2.073586992,0,0.611656,-5.57729
2.075586103,0,0.600422,-5.63337
2.077590699,0,0.589046,-5.6887
2.079586445,0,0.577612,-5.74285
2.081587251,0,0.566041,-5.7962
2.083586915,0,0.554372,-5.84856
2.085586691,0,0.542599,-5.89995
2.087588676,0,0.530711,-5.95041
2.089585861,0,0.518753,-5.99974
2.091585491,0,0.506683,-6.04811
2.093585266,0,0.494517,-6.09545
2.095574999,0,0.48232,-6.14151
2.097584478,0,0.46991,-6.18696
2.099575043,0,0.457529,-6.2309
2.101585149,0,0.444939,-6.27417
2.103585414,0,0.432325,-6.31612
2.105584885,0,0.419635,-6.35693
2.107584909,0,0.406862,-6.39661
2.109585179,0,0.394009,-6.43515
2.111584936,0,0.381084,-6.47251
2.113584713,0,0.368086,-6.5087
2.115585065,0,0.355013,-6.54371
2.117584783,0,0.341877,-6.5775
2.119585912,0,0.328665,-6.6101
2.121584153,0,0.31541,-6.64143
2.123584658,0,0.302078,-6.67156
2.125584645,0,0.288692,-6.70043
2.127584719,0,0.275249,-6.72804
2.129584661,0,0.261753,-6.75439
2.131584332,0,0.248209,-6.77945
2.133584503,0,0.234613,-6.80323
2.135584771,0,0.220971,-6.82571
2.137584175,0,0.207292,-6.84688
2.139585628,0,0.193558,-6.86675
2.141586389,0,0.179791,-6.8853
2.143585011,0,0.166004,-6.90249
2.145584335,0,0.15218,-6.91836
2.147584831,0,0.138318,-6.9329
2.149584643,0,0.124433,-6.94609
2.151584800,0,0.110522,-6.95793
2.153584135,0,0.0965951,-6.96841
2.155584814,0,0.0826397,-6.97753
2.157584729,0,0.0686734,-6.98529
2.159585556,0,0.0546873,-6.99168
2.161584437,0,0.0407041,-6.99669
2.163584831,0,0.0267023,-7.00034
2.165584543,0,0.0127,-7.00262
2.167584412,0,-0.0013058,-7.00352
2.169584327,0,-0.0153117,-7.00305
2.171580053,0,-0.0292853,-7.00121
2.173581153,0,-0.0432908,-6.99799
2.175581668,0,-0.0572836,-6.9934
2.177590315,0,-0.0713221,-6.98742
2.179585033,0,-0.0852493,-6.98011
2.181595881,0,-0.0992722,-6.97137
2.183589339,0,-0.113154,-6.96134
2.185585649,0,-0.127035,-6.94995
2.187584780,0,-0.140909,-6.93719
2.189590055,0,-0.154799,-6.92304
2.191589751,0,-0.16862,-6.90759
2.193589981,0,-0.182412,-6.89079
2.195583610,0,-0.196123,-6.87272
2.197586181,0,-0.209857,-6.85326
2.199593866,0,-0.223585,-6.83241
2.201585509,0,-0.23716,-6.81043
2.203584299,0,-0.250737,-6.78707
2.205585541,0,-0.264283,-6.7624
2.207589120,0,-0.277793,-6.73641
2.209589191,0,-0.291226,-6.70919
2.211584844,0,-0.304573,-6.68077
2.213585409,0,-0.317893,-6.65104
2.215584787,0,-0.331145,-6.62008
2.217585430,0,-0.344341,-6.58787
2.219584862,0,-0.357463,-6.55446
2.221585632,0,-0.370525,-6.51982
2.223592451,0,-0.383555,-6.48388
2.225585264,0,-0.396421,-6.44701
2.227580635,0,-0.409229,-6.40893
2.229584318,0,-0.422011,-6.36954
2.231589185,0,-0.43472,-6.32898
2.233584789,0,-0.447288,-6.28748
2.235591920,0,-0.459843,-6.24462
2.237584939,0,-0.472224,-6.20096
2.239589181,0,-0.484584,-6.15598
2.241585302,0,-0.496804,-6.1101
2.243584561,0,-0.508949,-6.0631
2.245584503,0,-0.521003,-6.01505
2.247584075,0,-0.532957,-5.96598
2.249585276,0,-0.544821,-5.91586
2.251592048,0,-0.556615,-5.8646
2.253585176,0,-0.568227,-5.81271
2.255574404,0,-0.579711,-5.75997
2.257584907,0,-0.591209,-5.70571
2.259573957,0,-0.602477,-5.65111
2.261589655,0,-0.613782,-5.59485
2.263592903,0,-0.624905,-5.53803
2.265584428,0,-0.635848,-5.48067
2.267581714,0,-0.646707,-5.42228
2.269584800,0,-0.657479,-5.36287
2.271577954,0,-0.668079,-5.30292
2.273584856,0,-0.678629,-5.24173
2.275584303,0,-0.689017,-5.17997
2.277585981,0,-0.699291,-5.11736
2.279584281,0,-0.709423,-5.05408
2.281584862,0,-0.719437,-4.98997
2.283585146,0,-0.729321,-4.92514
2.285584468,0,-0.73907,-4.85961
2.287584012,0,-0.748688,-4.79337
2.289584704,0,-0.758177,-4.7264
2.291592299,0,-0.767563,-4.65853
2.293584458,0,-0.776742,-4.59052
2.295581613,0,-0.785807,-4.52169
2.297584857,0,-0.79476,-4.45203
2.299584803,0,-0.803559,-4.38187
2.301584504,0,-0.812215,-4.31112
2.303584295,0,-0.820729,-4.23978
2.305584782,0,-0.829102,-4.16785
2.307584986,0,-0.83733,-4.09537
2.309584077,0,-0.845408,-4.0224
2.311583932,0,-0.853341,-3.94887
2.313584259,0,-0.861129,-3.87482
2.315583227,0,-0.868763,-3.80032
2.317584130,0,-0.876254,-3.72527
2.319572623,0,-0.88355,-3.65021
2.321584239,0,-0.890777,-3.57383
2.323591359,0,-0.897835,-3.49717
2.325584415,0,-0.90469,-3.42062
2.327588489,0,-0.911429,-3.34323
2.329583884,0,-0.917984,-3.26577
2.331586784,0,-0.924408,-3.18764
2.333584521,0,-0.930658,-3.10932
2.335581148,0,-0.936748,-3.03069
2.337584065,0,-0.942699,-2.95146
2.339583717,0,-0.948482,-2.87201
2.341583744,0,-0.954106,-2.79222
2.343582627,0,-0.959567,-2.71216
2.345583477,0,-0.964873,-2.63171
2.347583511,0,-0.970015,-2.551
2.349584010,0,-0.974997,-2.46999
2.351583185,0,-0.979813,-2.38876
2.353583722,0,-0.984469,-2.30721
2.355584778,0,-0.988963,-2.22539
2.357584169,0,-0.993289,-2.1434
2.359590565,0,-0.997465,-2.06089
2.361583542,0,-1.00145,-1.97871
2.363587850,0,-1.00529,-1.89586
2.365584042,0,-1.00895,-1.81314
2.367575245,0,-1.01244,-1.73044
2.369583947,0,-1.01579,-1.64684
2.371582745,0,-1.01895,-1.56347
2.373583007,0,-1.02196,-1.47988
2.375574957,0,-1.02478,-1.39649
2.377583262,0,-1.02746,-1.31227
2.379582980,0,-1.02995,-1.22828
2.381583691,0,-1.03228,-1.14412
2.383586536,0,-1.03445,-1.05976
2.385583761,0,-1.03644,-0.975525
2.387584196,0,-1.03826,-0.891059
2.389583454,0,-1.03992,-0.806554
2.391587486,0,-1.04141,-0.721767
2.393583579,0,-1.04272,-0.637244
2.395586807,0,-1.04387,-0.552356
2.397583489,0,-1.04485,-0.467691
2.399582347,0,-1.04565,-0.382888
2.401585022,0,-1.04629,-0.297885
2.403583699,0,-1.04676,-0.213022
2.405587728,0,-1.04706,-0.127911
2.407582425,0,-1.04719,-0.0431844
2.409583452,0,-1.04715,0.0418157
2.411585681,0,-1.04693,0.126863
2.413587940,0,-1.04655,0.211899
2.415575371,0,-1.046,0.296284
2.417583335,0,-1.04528,0.381512
2.419582552,0,-1.04439,0.466332
2.421583010,0,-1.04333,0.551158
2.423591360,0,-1.0421,0.636263
2.425583515,0,-1.0407,0.72062
2.427581978,0,-1.03913,0.805173
2.429582569,0,-1.0374,0.889736
2.431585433,0,-1.03549,0.974306
2.433583442,0,-1.03341,1.05857
2.435584077,0,-1.03117,1.14285
2.437583250,0,-1.02876,1.22694
2.439582899,0,-1.02618,1.31093
2.441583044,0,-1.02343,1.39481
2.443582745,0,-1.02051,1.47853
2.445582772,0,-1.01743,1.56211
2.447581621,0,-1.01418,1.64548
2.449583150,0,-1.01077,1.72879
2.451590328,0,-1.00717,1.81216
2.453582656,0,-1.00344,1.89472
2.455583739,0,-0.99952,1.97744
2.457583002,0,-0.995443,2.05988
2.459588761,0,-0.991187,2.14237
2.461582882,0,-0.986792,2.22415
2.463574942,0,-0.982239,2.3056
2.465582755,0,-0.977487,2.38745
2.467581781,0,-0.972592,2.46868
2.469583233,0,-0.967529,2.54973
2.471572062,0,-0.962338,2.62999
2.473582631,0,-0.956928,2.71084
2.475582596,0,-0.951386,2.79095
2.477582827,0,-0.945683,2.87075
2.479581052,0,-0.939828,2.95015
2.481582659,0,-0.933804,3.02934
2.483582051,0,-0.927628,3.10809
2.485582481,0,-0.921293,3.18651
2.487582044,0,-0.914804,3.26452
2.489581708,0,-0.908159,3.34215
2.491582059,0,-0.901358,3.4194
2.493582316,0,-0.894402,3.49623
2.495581625,0,-0.887298,3.5726
2.497582468,0,-0.880035,3.64858
2.499581569,0,-0.872628,3.72405
2.501581549,0,-0.865067,3.79907
2.503589206,0,-0.857327,3.87391
2.505582324,0,-0.849495,3.9477
2.507577192,0,-0.84151,4.02105
2.509581868,0,-0.833339,4.09424
2.511585851,0,-0.825024,4.16686
2.513582160,0,-0.816598,4.23864
2.515581023,0,-0.808019,4.30996
2.517582236,0,-0.799287,4.38077
2.519571098,0,-0.79047,4.45056
2.521582224,0,-0.781413,4.52051
2.523587103,0,-0.772246,4.58961
2.525581966,0,-0.762988,4.65772
2.527589368,0,-0.753536,4.7256
2.529582091,0,-0.744019,4.79231
2.531576151,0,-0.734363,4.85838
2.533584472,0,-0.724507,4.92421
2.535580847,0,-0.714579,4.98893
2.537582649,0,-0.704496,5.05308
2.539586476,0,-0.694275,5.11655
2.541581701,0,-0.683972,5.17897
2.543581492,0,-0.673522,5.24076
2.545581488,0,-0.662949,5.30175
2.547580704,0,-0.652259,5.36189
2.549581842,0,-0.64144,5.42126
2.551582260,0,-0.630507,5.47976
2.553581520,0,-0.619465,5.53735
2.555571966,0,-0.608358,5.59382
2.557585596,0,-0.597009,5.65004
2.559588096,0,-0.585612,5.70503
2.561581746,0,-0.574158,5.75884
2.563585624,0,-0.562538,5.81199
2.565581560,0,-0.550859,5.86396
2.567580869,0,-0.539059,5.91505
2.569581283,0,-0.527151,5.96516
2.571580544,0,-0.515151,6.01425
2.573571969,0,-0.503102,6.06211
2.575578125,0,-0.49087,6.10929
2.577576001,0,-0.478595,6.15522
2.579576363,0,-0.466215,6.20014
2.581575918,0,-0.453751,6.24395
2.583578372,0,-0.441184,6.28673
2.585575706,0,-0.428565,6.32828
2.587575985,0,-0.415845,6.36877
2.589575760,0,-0.40305,6.40811
2.591575881,0,-0.390176,6.4463
2.593575607,0,-0.377229,6.48331
2.595575905,0,-0.364207,6.51916
2.597575563,0,-0.351119,6.5538
2.599575845,0,-0.337959,6.58724
2.601575507,0,-0.324738,6.61945
2.603575843,0,-0.31145,6.65045
2.605575542,0,-0.298107,6.6802
2.607561748,0,-0.284796,6.7085
2.609575517,0,-0.271245,6.73593
2.611575877,0,-0.257732,6.7619
2.613575460,0,-0.244174,6.78658
2.615575622,0,-0.230564,6.80997
2.617575041,0,-0.216915,6.83206
2.619575454,0,-0.203217,6.85285
2.621575377,0,-0.189482,6.87232
2.623575548,0,-0.175709,6.89046
2.625575280,0,-0.161904,6.90727
2.627575706,0,-0.148063,6.92276
2.629575372,0,-0.134199,6.93689
2.631575423,0,-0.120305,6.94968
2.633575103,0,-0.106391,6.96111
2.635575625,0,-0.0924498,6.97119
2.637574987,0,-0.0784987,6.9799
2.639575201,0,-0.0645262,6.98726
2.641590558,0,-0.0504351,6.99328
2.643575487,0,-0.0365469,6.99785
2.645574917,0,-0.0225502,7.00109
2.647575515,0,-0.00854082,7.00296
2.649592750,0,0.00558673,7.00346
2.651575567,0,0.0194722,7.00258
2.653575285,0,0.0334721,7.00032
2.655575517,0,0.0474691,6.9967
2.657574908,0,0.061451,6.9917
2.659575182,0,0.0754269,6.98533
2.661574796,0,0.0893834,6.9776
2.663575790,0,0.103332,6.9685
2.665574531,0,0.117245,6.95805
2.667574913,0,0.131146,6.94623
2.669574659,0,0.145017,6.93307
2.671575013,0,0.158864,6.91855
2.673574757,0,0.172676,6.9027
2.675575481,0,0.186461,6.88551
2.677574623,0,0.200198,6.867
2.679575060,0,0.213906,6.84716
2.681574827,0,0.227567,6.82601
2.683574857,0,0.241185,6.80355
2.685574679,0,0.254756,6.7798
2.687560714,0,0.268184,6.75493
2.689574688,0,0.281748,6.72843
2.691574540,0,0.295163,6.70084
2.693574395,0,0.30852,6.67199
2.695574801,0,0.321822,6.64189
2.697574543,0,0.335057,6.61056
2.699580976,0,0.348272,6.57789
2.701574418,0,0.361334,6.54422
2.703574426,0,0.374371,6.50924
2.705574290,0,0.387334,6.47307
2.707574301,0,0.400224,6.43572
2.709574353,0,0.413039,6.39721
2.711580409,0,0.425812,6.35743
2.713574315,0,0.438427,6.31675
2.715574589,0,0.451,6.27482
2.717574313,0,0.463483,6.23179
2.719574717,0,0.475883,6.18765
2.721575930,0,0.488198,6.14241
2.723581450,0,0.500448,6.09601
2.725574071,0,0.512524,6.04885
2.727574591,0,0.524553,6.00048
2.729574231,0,0.536478,5.9511
2.731574782,0,0.548307,5.9007
2.733574037,0,0.560028,5.84934
2.735574296,0,0.571649,5.79698
2.737574103,0,0.583162,5.74367
2.739573902,0,0.594567,5.68942
2.741573902,0,0.605864,5.63424
2.743580751,0,0.617086,5.57796
2.745573932,0,0.628119,5.52117
2.747574280,0,0.639077,5.46329
2.749574083,0,0.649914,5.40457
2.751574195,0,0.660635,5.345
2.753573800,0,0.671232,5.28461
2.755574377,0,0.681713,5.22338
2.757573682,0,0.692063,5.16138
2.759575084,0,0.702299,5.09855
2.761573686,0,0.712393,5.03503
2.763574268,0,0.72237,4.9707
2.765573749,0,0.732211,4.90568
2.767574750,0,0.741929,4.83989
2.769573878,0,0.751505,4.77346
2.771574252,0,0.760953,4.7063
2.773573730,0,0.770262,4.6385
2.775574097,0,0.779438,4.57002
2.777573635,0,0.788472,4.50092
2.779573603,0,0.797369,4.43119
2.781573675,0,0.806127,4.36084
2.783574098,0,0.814744,4.28989
2.785573479,0,0.823214,4.2184
2.787573970,0,0.831544,4.1463
2.789560327,0,0.839673,4.07417
2.791573833,0,0.847765,4.00051
2.793573414,0,0.855654,3.92685
2.795573843,0,0.863398,3.85264
2.797573209,0,0.870989,3.77798
2.799576401,0,0.878444,3.7027
2.801573364,0,0.885725,3.62719
2.803573954,0,0.892868,3.55109
2.805573263,0,0.899853,3.4746
2.807574218,0,0.90669,3.39762
2.809573243,0,0.913366,3.32031
2.811574094,0,0.919893,3.24252
2.813573292,0,0.926258,3.16442
2.815573921,0,0.932471,3.08588
2.817573021,0,0.938522,3.00705
2.819573784,0,0.944419,2.92779
2.821572992,0,0.950153,2.84827
2.823575613,0,0.955737,2.76828
2.825573169,0,0.961147,2.68818
2.827573543,0,0.966404,2.60766
2.829572985,0,0.971497,2.52689
2.831573495,0,0.97643,2.44579
2.833572645,0,0.981198,2.36449
2.835573081,0,0.985805,2.28287
2.837572953,0,0.990248,2.20103
2.839573621,0,0.994528,2.11891
2.841573023,0,0.998641,2.03663
2.843572734,0,1.00259,1.95411
2.845573181,0,1.00638,1.87135
2.847573810,0,1.00999,1.7884
2.849572785,0,1.01345,1.70532
2.851574038,0,1.01673,1.62197
2.853572695,0,1.01985,1.53856
2.855573379,0,1.0228,1.45491
2.857572817,0,1.02559,1.37116
2.859573532,0,1.0282,1.28722
2.861572507,0,1.03065,1.20322
2.863573527,0,1.03293,1.11902
2.865572670,0,1.03504,1.03478
2.867573355,0,1.03699,0.950369
2.869572778,0,1.03876,0.865919
2.871573017,0,1.04036,0.781348
2.873572820,0,1.0418,0.696718
2.875573378,0,1.04307,0.611987
2.877572648,0,1.04416,0.52725
2.879572798,0,1.04509,0.442424
2.881572622,0,1.04585,0.357568
2.883558524,0,1.04643,0.273268
2.885572506,0,1.04685,0.187749
2.887573294,0,1.0471,0.102772
2.889572628,0,1.04718,0.017846
2.891573963,0,1.04709,-0.0671663
2.893572743,0,1.04683,-0.152064
2.895572961,0,1.0464,-0.237007
2.897572057,0,1.04579,-0.321879
2.899573282,0,1.04502,-0.406811
2.901572228,0,1.04408,-0.491605
2.903576422,0,1.04297,-0.576574
2.905572379,0,1.04169,-0.661136
2.907578069,0,1.04024,-0.746045
2.909572150,0,1.03862,-0.830389
2.911578629,0,1.03683,-0.915174
2.913572128,0,1.03488,-0.99932
2.915572849,0,1.03275,-1.08367
2.917571963,0,1.03046,-1.16785
2.919572129,0,1.028,-1.25195
2.921572280,0,1.02537,-1.33592
2.923572550,0,1.02257,-1.41976
2.925572026,0,1.01961,-1.50343
2.927572569,0,1.01647,-1.58698
2.929573323,0,1.01317,-1.67038
2.931572078,0,1.00971,-1.75352
2.933571984,0,1.00608,-1.83653
2.935572009,0,1.00228,-1.91935
2.937571956,0,0.998319,-2.00197
2.939569902,0,0.994196,-2.08429
2.941571515,0,0.989901,-2.16654
2.943571886,0,0.985444,-2.2485
2.945571857,0,0.980824,-2.33021
2.947572145,0,0.976041,-2.41167
2.949571832,0,0.971097,-2.49284
2.951557780,0,0.966026,-2.57319
2.953571644,0,0.960722,-2.65437
2.955571604,0,0.955292,-2.7347
2.957571739,0,0.949703,-2.81472
2.959572615,0,0.943951,-2.89445
2.961571676,0,0.938046,-2.97378
2.963572304,0,0.931978,-3.05283
2.965571753,0,0.925756,-3.13147
2.967572400,0,0.919373,-3.20979
2.969571663,0,0.912839,-3.28768
2.971565057,0,0.90617,-3.36494
2.973571589,0,0.899302,-3.44231
2.975571692,0,0.892302,-3.51901
2.977571561,0,0.88515,-3.59527
2.979571782,0,0.877844,-3.67109
2.981571391,0,0.870391,-3.74644
2.983572364,0,0.862782,-3.82136
2.985571400,0,0.855031,-3.89572
2.987572094,0,0.847126,-3.96964
2.989571312,0,0.83908,-4.043
2.991571414,0,0.830884,-4.11586
2.993571336,0,0.822544,-4.18817
2.995571480,0,0.814059,-4.25993
2.997571401,0,0.805433,-4.33111
2.999572115,0,0.796662,-4.40173
